suite,task_id,task_description,episode_seed_base,variant_type,variant_index,prompt,rollout_index,episode_seed,success,episode_length
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,0,202000,True,83
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,1,202001,True,95
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,2,202002,True,131
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,3,202003,True,89
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,4,202004,True,95
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,5,202005,True,87
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,6,202006,True,104
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,7,202007,True,107
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,8,202008,True,88
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,9,202009,True,93
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,10,202010,True,89
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,11,202011,True,97
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,12,202012,True,87
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,13,202013,True,105
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,14,202014,True,87
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,15,202015,True,82
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,16,202016,True,86
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,17,202017,True,87
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,18,202018,True,101
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,19,202019,True,86
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,20,202020,True,100
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,21,202021,True,94
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,22,202022,True,97
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,23,202023,True,102
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,24,202024,True,92
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,25,202025,True,78
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,26,202026,True,83
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,27,202027,True,86
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,28,202028,True,95
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,29,202029,True,82
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,30,202030,True,99
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,31,202031,True,86
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,32,202032,True,90
goal,2,put the wine bottle on top of the cabinet,202000,original,0,put the wine bottle on top of the cabinet,33,202033,True,103
