suite,task_id,task_description,episode_seed_base,variant_type,variant_index,prompt,rollout_index,episode_seed,success,episode_length
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,0,104000,True,178
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,1,104001,True,183
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,2,104002,True,191
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,3,104003,True,146
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,4,104004,True,242
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,5,104005,False,280
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,6,104006,False,280
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,7,104007,True,247
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,8,104008,True,150
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,9,104009,True,160
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,10,104010,True,157
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,11,104011,True,154
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,12,104012,True,151
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,13,104013,False,280
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,14,104014,False,280
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,15,104015,True,184
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,16,104016,True,142
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,17,104017,True,166
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,18,104018,True,239
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,19,104019,True,164
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,20,104020,True,151
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,21,104021,True,150
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,22,104022,True,178
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,23,104023,True,157
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,24,104024,True,155
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,25,104025,True,233
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,26,104026,True,152
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,27,104027,False,280
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,28,104028,True,152
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,29,104029,True,171
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,30,104030,True,158
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,31,104031,True,194
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,32,104032,True,147
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,33,104033,False,280
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,34,104034,True,162
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,35,104035,True,161
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,36,104036,True,165
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,37,104037,True,156
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,38,104038,True,207
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,39,104039,True,156
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,40,104040,True,145
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,41,104041,True,184
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,42,104042,True,152
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,43,104043,True,276
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,44,104044,True,155
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,45,104045,False,280
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,46,104046,False,280
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,47,104047,True,139
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,48,104048,True,147
object,4,pick up the ketchup and place it in the basket,104000,original,0,pick up the ketchup and place it in the basket,49,104049,True,153
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,0,104000,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,1,104001,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,2,104002,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,3,104003,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,4,104004,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,5,104005,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,6,104006,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,7,104007,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,8,104008,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,9,104009,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,10,104010,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,11,104011,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,12,104012,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,13,104013,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,14,104014,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,15,104015,True,190
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,16,104016,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,17,104017,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,18,104018,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,19,104019,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,20,104020,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,21,104021,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,22,104022,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,23,104023,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,24,104024,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,25,104025,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,26,104026,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,27,104027,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,28,104028,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,29,104029,True,238
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,30,104030,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,31,104031,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,32,104032,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,33,104033,True,186
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,34,104034,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,35,104035,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,36,104036,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,37,104037,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,38,104038,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,39,104039,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,40,104040,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,41,104041,False,280
object,4,pick up the ketchup and place it in the basket,104000,politeness,0,please pick up the ketchup and place it in the basket,42,104042,False,280
